axis,axis_value,model,config_key,is_baseline,seed,n_cameras,n_frames,layout,n_true,n_assumed,normal_fixed,depth_range_min,depth_range_max,xy_extent,spacing,status,status_reason,optimality_stage3_interface_optimization,optimality_stage3_intrinsic_pass,reprojection_rms_px,reconstruction_mae_mm,reconstruction_rmse_mm,signed_mean_mm,focal_error_pct_mean,xy_position_error_mm_mean,z_position_error_mm_mean,water_z_error_mm_mean,num_comparisons,num_frames,degenerate_observations_at_solution
index,1.48,refractive,index_1.48,False,43,12,100,grid,1.48,1.48,False,,,,,ok,,0.00417371441517389,0.00370310743301161,0.7049953521209178,0.34456277522706413,0.4982626221625426,0.03594982313798028,0.03994972504567332,0.23159304084344434,-0.09795283879526535,0.7457022722368034,14279,100,0
index,1.51,refractive,index_1.51,False,43,12,100,grid,1.51,1.51,False,,,,,ok,,0.003525536587176248,0.005154761085009341,0.7045049844031243,0.34740784352647414,0.502073892552961,0.03920005553121733,-0.05771767057966427,0.14495671205642552,0.03441602627815021,0.022242085328194605,14246,100,0
index,1.55,refractive,index_1.55,False,43,12,100,grid,1.55,1.55,False,,,,,ok,,0.004866954821068248,0.005114902777677344,0.703645822890678,0.3428798186364615,0.49439895952902746,0.04371879303803534,-0.04714213673218016,0.10649520130726427,0.08582773410947168,0.1636380322342923,14219,100,0
layout,grid,refractive,baseline,True,43,12,100,grid,1.333,1.333,False,,,,,ok,,0.004343722242538206,0.004134752853815371,0.7048908051737319,0.33680866450198976,0.482622537255515,0.03140688755000439,0.016248005041972283,0.10846075964026236,-0.21839586137599273,0.8325715537942369,14414,100,0
layout,line,refractive,layout_line,False,43,12,100,line,1.333,1.333,False,,,,,ok,,0.001670965557764248,0.01012915737669573,0.8150828058017515,0.38200028048280665,0.5199412138890978,0.0372506153339759,-0.012686434965739062,3.1797832890779554,-18.495458493619566,18.854672480272722,2000,19,0
layout,ring,refractive,layout_ring,False,43,12,100,ring,1.333,1.333,False,,,,,ok,,0.0173967781814639,0.0031107755980883667,0.7011962233964234,0.47850589875337857,0.7248480499010753,0.07024777053407999,0.001831625087583647,0.31342241755322914,0.4820163760219766,0.242047504953824,11997,100,0
scale,default,refractive,baseline,True,43,12,100,grid,1.333,1.333,False,,,,,ok,,0.004343722242538206,0.004134752853815371,0.7048908051737319,0.33680866450198976,0.482622537255515,0.03140688755000439,0.016248005041972283,0.10846075964026236,-0.21839586137599273,0.8325715537942369,14414,100,0
scale,double_scale,refractive,scale_double_scale,False,43,12,100,grid,1.333,1.333,False,1.1762159482461678,2.823784051753832,1.674418012325477,0.86,ok,,0.002363592527331093,0.003043962582751192,0.7007740113354737,0.5076198654708661,0.6934497281980778,0.06563655600339802,-0.018146537253730815,0.5593126087700439,1.6203260326135067,1.8338795399692742,9767,97,0
scale,half_scale,refractive,scale_half_scale,False,43,12,100,grid,1.333,1.333,False,1.1762159482461678,1.588107974123084,0.41860450308136926,0.215,ok,,0.018478133027429067,0.008469782875408782,0.7070340311648454,0.24117501184783283,0.34698579984635436,0.020631797562658493,0.0017295849963694107,0.12906145777270941,0.47989729186490976,0.15257583358341265,15386,100,0
cameras,12,refractive,baseline,True,44,12,100,grid,1.333,1.333,False,,,,,ok,,0.007466315812223456,0.005191110733335336,0.7068952685066677,0.3428307148930482,0.49615821145290195,0.03247784391423052,0.04184103872623524,0.17397093499127345,0.07519819957060099,0.8927542920320608,14538,100,0
cameras,16,refractive,cameras_16,False,44,16,100,grid,1.333,1.333,False,,,,,ok,,0.005425970216890619,0.0030150517722944414,0.7078912247340783,0.3475134023516817,0.5167816918083775,0.03401737135605037,-0.10876798359578288,0.17265319662265197,0.03542053620411055,2.1144774283854417,14916,100,0
cameras,8,refractive,cameras_8,False,44,8,100,grid,1.333,1.333,False,,,,,ok,,0.0039079270590036685,0.0054539019211006234,0.7064581650932472,0.38335353688147267,0.5592302843401419,0.042117947503089934,0.02863640163224561,0.1626420747043517,-0.6763213379470531,0.31786738701611306,14760,100,0
index,1.333,refractive,baseline,True,44,12,100,grid,1.333,1.333,False,,,,,ok,,0.007466315812223456,0.005191110733335336,0.7068952685066677,0.3428307148930482,0.49615821145290195,0.03247784391423052,0.04184103872623524,0.17397093499127345,0.07519819957060099,0.8927542920320608,14538,100,0
index,1.36,refractive,index_1.36,False,44,12,100,grid,1.36,1.36,False,,,,,ok,,0.0034566197697074585,0.006872947991155343,0.7072324388351332,0.3418583863606916,0.5020525568809641,0.030926891036003913,-0.008606367463412116,0.14235378869431525,0.6751402737722838,0.438419384370059,14506,100,0
index,1.39,refractive,index_1.39,False,44,12,100,grid,1.39,1.39,False,,,,,ok,,0.005608476167253684,0.005235325990781803,0.7068845636457183,0.34139968439524115,0.5010772417573651,0.03320494859016036,0.07759856547164885,0.1015372237824644,-0.8446716216065439,0.8833979684115256,14486,100,0
index,1.42,refractive,index_1.42,False,44,12,100,grid,1.42,1.42,False,,,,,ok,,0.006097029575812485,0.003563284666931741,0.7066782183733569,0.34231466845432834,0.49409492965181,0.037102781008595986,0.05715336175349447,0.11813184603103773,0.01336734239934099,0.10521764874416029,14465,100,0
index,1.45,refractive,index_1.45,False,44,12,100,grid,1.45,1.45,False,,,,,ok,,0.00391324531904047,0.011810115217485873,0.7064574120311405,0.3483433534171471,0.5185042010056848,0.040317630195413214,-0.00026878196296577374,0.12421890640718868,0.4147423965292683,0.420405454463868,14439,100,0
index,1.48,refractive,index_1.48,False,44,12,100,grid,1.48,1.48,False,,,,,ok,,0.005217283785967197,0.0032715809908268056,0.7066847051739505,0.3411748334428608,0.4975119453400056,0.03869819188465869,-0.00801377246441881,0.2778701133023966,0.7948542492118879,0.5347628553167283,14401,100,0
index,1.51,refractive,index_1.51,False,44,12,100,grid,1.51,1.51,False,,,,,ok,,0.006493152658322288,0.005636027355421902,0.7065124843783244,0.3465595395503348,0.5035826846658293,0.038773292803776484,0.034793942296208656,0.319811211609186,-0.20361646712628612,0.43676785188262457,14364,100,0
index,1.55,refractive,index_1.55,False,44,12,100,grid,1.55,1.55,False,,,,,ok,,0.006035538817362962,0.006904090374860061,0.7063117374793052,0.35431590114449374,0.5265310828362788,0.04248497838054087,-0.06389162514135724,0.16519714786871362,-0.2847517253921074,0.9257651409655399,14322,100,0
layout,grid,refractive,baseline,True,44,12,100,grid,1.333,1.333,False,,,,,ok,,0.007466315812223456,0.005191110733335336,0.7068952685066677,0.3428307148930482,0.49615821145290195,0.03247784391423052,0.04184103872623524,0.17397093499127345,0.07519819957060099,0.8927542920320608,14538,100,0
layout,line,refractive,layout_line,False,44,12,100,line,1.333,1.333,False,,,,,ok,,0.025161023573497587,0.009732865423130121,0.7442870954931358,0.332429101967918,0.4520201035158493,0.04058715353905981,-0.02088602276370746,1.1840638071194254,2.3633346641164534,4.65165036599613,3216,28,0
layout,ring,refractive,layout_ring,False,44,12,100,ring,1.333,1.333,False,,,,,ok,,0.0018730659747916434,0.001453245695984151,0.7074364815322649,0.49642748554142113,0.7334607591507188,0.06301298444547143,0.007223637850670866,0.2920826977344873,-1.0137861176125245,1.3165957090193192,12265,100,0
scale,default,refractive,baseline,True,44,12,100,grid,1.333,1.333,False,,,,,ok,,0.007466315812223456,0.005191110733335336,0.7068952685066677,0.3428307148930482,0.49615821145290195,0.03247784391423052,0.04184103872623524,0.17397093499127345,0.07519819957060099,0.8927542920320608,14538,100,0
scale,double_scale,refractive,scale_double_scale,False,44,12,100,grid,1.333,1.333,False,1.1762159482461678,2.823784051753832,1.674418012325477,0.86,ok,,0.017095527329274773,0.006008533685644579,0.7069996427778483,0.5117476265989428,0.703889340960425,0.06186765767046703,0.011591428910401116,0.48430696579534294,-0.5073295295368971,1.2261263336139638,10585,96,0
scale,half_scale,refractive,scale_half_scale,False,44,12,100,grid,1.333,1.333,False,1.1762159482461678,1.588107974123084,0.41860450308136926,0.215,ok,,0.010903878969145353,0.025479508634134618,0.7066907536413359,0.2475459037066358,0.3584778262157353,0.01794980623593159,0.013921471195402971,0.10891985182045087,-0.2159372359582001,0.32882952134594134,15455,100,0
cameras,12,refractive,baseline,True,45,12,100,grid,1.333,1.333,False,,,,,ok,,0.0020733887465667067,0.004820166013018934,0.7061242989929626,0.3266112794194597,0.46225698984529273,0.025068368562145855,-0.08820198315113337,0.16643254120495454,-0.47615691854153397,1.4137628919859146,14311,100,0
cameras,16,refractive,cameras_16,False,45,16,100,grid,1.333,1.333,False,,,,,ok,,0.002775461426661933,0.00242294471544465,0.7069628724036495,0.3272166415149366,0.4753750124285962,0.03026929236393798,0.04313143857627123,0.33569311663546864,0.5931418652697299,0.8316233999432487,14611,100,0
cameras,8,refractive,cameras_8,False,45,8,100,grid,1.333,1.333,False,,,,,ok,,0.0028669443183844123,0.002470423162435509,0.7064702994101784,0.3669815534727939,0.518524240977049,0.04037927422912218,-0.015724492673395898,0.0950515276701954,0.28936962058042515,0.35045768327690574,14735,100,0
index,1.333,refractive,baseline,True,45,12,100,grid,1.333,1.333,False,,,,,ok,,0.0020733887465667067,0.004820166013018934,0.7061242989929626,0.3266112794194597,0.46225698984529273,0.025068368562145855,-0.08820198315113337,0.16643254120495454,-0.47615691854153397,1.4137628919859146,14311,100,0
index,1.36,refractive,index_1.36,False,45,12,100,grid,1.36,1.36,False,,,,,ok,,0.004100848580833372,0.008101533582916431,0.7062447076013154,0.3269431550675782,0.46831046618433914,0.03290780056134978,-0.04272498499432523,0.38085112108237995,0.5981542259087732,0.3317050426361323,14290,100,0
index,1.39,refractive,index_1.39,False,45,12,100,grid,1.39,1.39,False,,,,,ok,,0.007302619994334236,0.0027051800588537844,0.7060647552036071,0.3281957877188449,0.4723193289690255,0.03197570702695755,0.02905810792671301,0.1269035427217148,0.7914934540191481,2.103309670406395,14247,100,0
index,1.42,refractive,index_1.42,False,45,12,100,grid,1.42,1.42,False,,,,,ok,,0.005978343608603609,0.0018000117117935588,0.7064038370766559,0.32855718440794685,0.4709902982547787,0.034538723027056434,0.05673369202813941,0.14932904540734757,-0.0793832067242404,1.341758360014822,14216,100,0
index,1.45,refractive,index_1.45,False,45,12,100,grid,1.45,1.45,False,,,,,ok,,0.0040306599433392876,0.003676611520688766,0.7059591021219292,0.32753839596510415,0.46474601268882076,0.0323685659344966,-0.005517743666063928,0.1164650788875321,-0.1605002450326839,0.3478098860034695,14181,100,0
index,1.48,refractive,index_1.48,False,45,12,100,grid,1.48,1.48,False,,,,,ok,,0.00861399297262011,0.0031679539280276003,0.7060659584729114,0.3364214338752123,0.4854507429149425,0.03783279860889868,0.04575674362358384,0.07712251817969673,0.4675299574130922,0.22188248040699854,14153,100,0
index,1.51,refractive,index_1.51,False,45,12,100,grid,1.51,1.51,False,,,,,ok,,0.005871709448911133,0.0028333249889428255,0.7064529772962648,0.33717675897736815,0.48074136666157796,0.03847271544752002,0.013985412707759362,0.20663203735290944,-0.1170633351232767,0.13369923145334361,14123,100,0
index,1.55,refractive,index_1.55,False,45,12,100,grid,1.55,1.55,False,,,,,ok,,0.004059266649846904,0.013399597389025075,0.7067572346749903,0.3328877472882942,0.47958140775023783,0.03732028000360177,0.021258619193065875,0.3409795292894909,0.5562940147084845,0.7777901478425164,14094,100,0
layout,grid,refractive,baseline,True,45,12,100,grid,1.333,1.333,False,,,,,ok,,0.0020733887465667067,0.004820166013018934,0.7061242989929626,0.3266112794194597,0.46225698984529273,0.025068368562145855,-0.08820198315113337,0.16643254120495454,-0.47615691854153397,1.4137628919859146,14311,100,0
layout,line,refractive,layout_line,False,45,12,100,line,1.333,1.333,False,,,,,ok,,0.0023656450399158757,0.0024524521268176613,0.7076326699025159,0.3430776763557232,0.4560750073821325,0.03368929524734698,0.06278014550401052,0.7394090849721344,1.313178338094944,2.2376639270547116,2361,28,0
layout,ring,refractive,layout_ring,False,45,12,100,ring,1.333,1.333,False,,,,,ok,,0.03177086586185851,0.003137984142995265,0.7062407220266285,0.4562347656510075,0.6675992191841639,0.06699982525392134,0.08008565154487439,0.3022776474396366,-0.3003904170944827,0.9732286463721707,12110,99,0
scale,default,refractive,baseline,True,45,12,100,grid,1.333,1.333,False,,,,,ok,,0.0020733887465667067,0.004820166013018934,0.7061242989929626,0.3266112794194597,0.46225698984529273,0.025068368562145855,-0.08820198315113337,0.16643254120495454,-0.47615691854153397,1.4137628919859146,14311,100,0
scale,double_scale,refractive,scale_double_scale,False,45,12,100,grid,1.333,1.333,False,1.1762159482461678,2.823784051753832,1.674418012325477,0.86,ok,,0.006009011016608667,0.0023618254954271833,0.705087064153615,0.4982591395243316,0.6810767147596768,0.06050061695023929,0.006313033511290384,0.7257931749721102,0.6277787195422828,0.8952328882727567,10141,95,0
scale,half_scale,refractive,scale_half_scale,False,45,12,100,grid,1.333,1.333,False,1.1762159482461678,1.588107974123084,0.41860450308136926,0.215,ok,,0.008723056547069064,0.008543990855805816,0.706620694576663,0.24536708859019846,0.36205514838743513,0.0174510956187021,-0.010061717415458846,0.15929609317738455,-0.08513533523093436,0.5155523963158437,15339,100,0
cameras,12,refractive,baseline,True,46,12,100,grid,1.333,1.333,False,,,,,ok,,0.0024652706659935575,0.003981780206231633,0.7064991552217953,0.3297231972423028,0.47477183675757784,0.031770625870540255,-0.04672831025848365,0.14414072456060345,0.9265327163338773,1.687000406196848,14180,100,0
cameras,16,refractive,cameras_16,False,46,16,100,grid,1.333,1.333,False,,,,,ok,,0.0035539212937010234,0.005849139377119172,0.706600322248388,0.33511674977984895,0.48545806789600526,0.03144252343368592,0.0387365573666963,0.2090801583254684,-0.9304806990128893,0.7474135266136717,14469,100,0
cameras,8,refractive,cameras_8,False,46,8,100,grid,1.333,1.333,False,,,,,ok,,0.0026577746527891577,0.0015860001947203273,0.7050558253774383,0.3754223723597198,0.5504209611134985,0.04332003108098112,0.04038698060455864,0.1390951567511771,-0.052096297083646624,0.9757390385725095,14595,100,0
index,1.333,refractive,baseline,True,46,12,100,grid,1.333,1.333,False,,,,,ok,,0.0024652706659935575,0.003981780206231633,0.7064991552217953,0.3297231972423028,0.47477183675757784,0.031770625870540255,-0.04672831025848365,0.14414072456060345,0.9265327163338773,1.687000406196848,14180,100,0
index,1.36,refractive,index_1.36,False,46,12,100,grid,1.36,1.36,False,,,,,ok,,0.006420167232420226,0.004436745432229827,0.7059632063718768,0.3331891101469643,0.48046550938148774,0.03042524909313931,0.06144154854626025,0.29974666436060265,0.16130159348846837,1.3327125822717445,14140,100,0
index,1.39,refractive,index_1.39,False,46,12,100,grid,1.39,1.39,False,,,,,ok,,0.005672203252743202,0.003695901212836361,0.7062180593285332,0.33367004096171604,0.4710824227322229,0.03406810462569439,-0.005607404329595996,0.11836717452515799,-0.6868953919209854,0.0501904996417224,14111,100,0
index,1.42,refractive,index_1.42,False,46,12,100,grid,1.42,1.42,False,,,,,ok,,0.00520538791957037,0.0021060030035187083,0.706207812662082,0.3376250864161624,0.4863410321092748,0.03494630485184022,-0.0009604112602387057,0.22917138803921192,-0.15157448660961395,0.30333929017078987,14090,100,0
index,1.45,refractive,index_1.45,False,46,12,100,grid,1.45,1.45,False,,,,,ok,,0.0048874620064935925,0.005667032769295588,0.7058293493054458,0.3430173811659206,0.493153550768584,0.03925939128552409,0.03132487829176032,0.18277356143922643,0.05263713082848628,0.5479716720195871,14045,100,0
index,1.48,refractive,index_1.48,False,46,12,100,grid,1.48,1.48,False,,,,,ok,,0.0028011471350358275,0.002290067270791951,0.7059955065202698,0.34050325717697094,0.4922157734396804,0.03996172125727059,-0.020127857336654297,0.1599297455595195,-0.12896059246212532,0.1666911107038871,14019,100,0
index,1.51,refractive,index_1.51,False,46,12,100,grid,1.51,1.51,False,,,,,ok,,0.0043964403542986474,0.003007181285511251,0.7056076420164277,0.34105776262010445,0.4829427934038971,0.03826994979626369,0.018695093736382267,0.17660270870962946,0.485601783181094,1.0491807900909755,13968,100,0
index,1.55,refractive,index_1.55,False,46,12,100,grid,1.55,1.55,False,,,,,ok,,0.005297473921700657,0.003394180601617336,0.7050421491909743,0.3379725378270032,0.48579215765733963,0.04040657331127764,-0.08423709707621592,0.15115219775083605,0.20179680614762455,0.44861810339624775,13926,100,0
layout,grid,refractive,baseline,True,46,12,100,grid,1.333,1.333,False,,,,,ok,,0.0024652706659935575,0.003981780206231633,0.7064991552217953,0.3297231972423028,0.47477183675757784,0.031770625870540255,-0.04672831025848365,0.14414072456060345,0.9265327163338773,1.687000406196848,14180,100,0
layout,line,refractive,layout_line,False,46,12,100,line,1.333,1.333,False,,,,,ok,,0.0017270840314782421,0.0014993825392650706,0.708371402417398,0.3998522574419137,0.6132129920538291,0.036114434579971565,0.18311415811602064,1.5235452960606388,-1.2706117527666676,2.511681215914274,2817,29,0
layout,ring,refractive,layout_ring,False,46,12,100,ring,1.333,1.333,False,,,,,ok,,0.002719441051795002,0.0047783719717315876,0.7024432245419694,0.47209322395013287,0.6993262127141084,0.07040971150993763,-0.20639997631320542,0.2413544474611379,-0.05797784174358494,1.3565087673497178,11571,100,0
scale,default,refractive,baseline,True,46,12,100,grid,1.333,1.333,False,,,,,ok,,0.0024652706659935575,0.003981780206231633,0.7064991552217953,0.3297231972423028,0.47477183675757784,0.031770625870540255,-0.04672831025848365,0.14414072456060345,0.9265327163338773,1.687000406196848,14180,100,0
scale,double_scale,refractive,scale_double_scale,False,46,12,100,grid,1.333,1.333,False,1.1762159482461678,2.823784051753832,1.674418012325477,0.86,ok,,0.001830581854619595,0.004797514832262095,0.7027373905867524,0.5137254651697961,0.7096387843781264,0.06170379670306076,0.06715684910549967,0.22208471994193682,-1.0755362739930918,1.8056208649621652,9542,97,0
scale,half_scale,refractive,scale_half_scale,False,46,12,100,grid,1.333,1.333,False,1.1762159482461678,1.588107974123084,0.41860450308136926,0.215,ok,,0.13312906725241191,0.011468693084111692,0.7057581786792764,0.25515878330456754,0.38222031343691476,0.019571495028031762,-0.007196461999689766,0.1215328272932048,-0.5188429110754794,0.43296460150221705,15389,100,0
cameras,12,refractive,baseline,True,47,12,100,grid,1.333,1.333,False,,,,,ok,,0.004199976459176469,0.0030766317690904543,0.7062094994085115,0.3360233452070517,0.5062004135644566,0.03329683670922242,-0.024809470721829454,0.1540299892107447,-0.22438788461609208,0.6091232702574167,14758,100,0
cameras,16,refractive,cameras_16,False,47,16,100,grid,1.333,1.333,False,,,,,ok,,0.004813583780105546,0.004156323765982961,0.706180483774475,0.3361140662478556,0.5062983065016439,0.031019337645347367,0.037935918303210026,0.1321136406489194,1.2216661592156197,1.4669559657556341,14985,100,0
cameras,8,refractive,cameras_8,False,47,8,100,grid,1.333,1.333,False,,,,,ok,,0.002041651297417957,0.0032979091046740905,0.7053745272859051,0.3816090561145349,0.5644403139034071,0.0428092754042471,0.028581775351356465,0.09664839136784853,0.20248353840435873,0.07508596639982379,14997,100,0
index,1.333,refractive,baseline,True,47,12,100,grid,1.333,1.333,False,,,,,ok,,0.004199976459176469,0.0030766317690904543,0.7062094994085115,0.3360233452070517,0.5062004135644566,0.03329683670922242,-0.024809470721829454,0.1540299892107447,-0.22438788461609208,0.6091232702574167,14758,100,0
index,1.36,refractive,index_1.36,False,47,12,100,grid,1.36,1.36,False,,,,,ok,,0.006651703987870405,0.009504053466969253,0.7060025509783309,0.33870640873041424,0.4999711311226366,0.0325420744457372,0.06496534357184726,0.3089071577550589,-0.09012064302929672,0.09401794525509821,14741,100,0
index,1.39,refractive,index_1.39,False,47,12,100,grid,1.39,1.39,False,,,,,ok,,0.009399499380876364,0.011887682980614045,0.7062746415465686,0.3370421734339945,0.49201839812420145,0.03723901918831916,-0.0018579366377481053,0.25056827105019136,0.6730092257252585,0.12446858486336865,14725,100,0
index,1.42,refractive,index_1.42,False,47,12,100,grid,1.42,1.42,False,,,,,ok,,0.0027876021539441354,0.004107999576149268,0.7055600314463367,0.33637390799670125,0.4925267334886814,0.032642512719105586,0.04981886901118129,0.1478117762714491,0.3960820012617938,0.10309805547059625,14692,100,0
index,1.45,refractive,index_1.45,False,47,12,100,grid,1.45,1.45,False,,,,,ok,,0.004524883023577786,0.0040802158742440486,0.7058940989500675,0.3412443200901182,0.5015752988640404,0.0396369469343282,0.05241030544725999,0.2574341808737684,-0.7016278894189991,0.9868296370825203,14668,100,0
