arm,shared_interface,refine_intrinsics,intrinsics_source,camera,water_z_recovered_m,water_z_gt_m,water_z_error_mm,camera_height_recovered_m,camera_height_gt_m,camera_height_drift_mm,surface_height_sum_m,focal_length_recovered_px,focal_length_gt_px,focal_drift_pct,standoff_m,reprojection_rms_px_control,degenerate_observations_at_solution,degenerate_observations_cause_above_interface,degenerate_observations_cause_behind_camera,degenerate_observations_cause_interface_below_camera,degenerate_observations_fate_extended,degenerate_observations_fate_penalized
percamera_refined,False,True,refined_from_ground_truth,cam11,1.0298201101631475,1.031,-1.1798898368524657,1.0279052675060707,1.031,-3.09473249392922,1.0298201101631475,1585.2522873882858,1587.79,-0.15982671585752156,1.0279052675060707,0.4989389940234133,0,0,0,0,0,0
percamera_refined,False,True,refined_from_ground_truth,cam2,1.0232175478344097,1.031,-7.782452165590259,1.0244510947288978,1.031,-6.548905271102079,1.0232175478344097,1586.282373655251,1587.79,-0.09495124322165034,1.0244510947288978,0.4989389940234133,0,0,0,0,0,0
percamera_refined,False,True,refined_from_ground_truth,cam3,1.0252174360280588,1.031,-5.7825639719411015,1.026361834641235,1.031,-4.638165358764823,1.0252174360280588,1586.3358507018638,1587.79,-0.09158322562405258,1.026361834641235,0.4989389940234133,0,0,0,0,0,0
percamera_refined,False,True,refined_from_ground_truth,cam4,1.0121121031373266,1.031,-18.887896862673337,1.0156720789996505,1.031,-15.32792100034941,1.0121121031373266,1585.4156222878055,1587.79,-0.14953978247718358,1.0156720789996505,0.4989389940234133,0,0,0,0,0,0
percamera_refined,False,True,refined_from_ground_truth,cam5,1.024845769891016,1.031,-6.15423010898386,1.0246753311189423,1.031,-6.324668881057649,1.024845769891016,1585.1269496498862,1587.79,-0.16772056443948732,1.0246753311189423,0.4989389940234133,0,0,0,0,0,0
percamera_refined,False,True,refined_from_ground_truth,cam6,1.0251439560888704,1.031,-5.856043911129483,1.0246640068616961,1.031,-6.335993138303797,1.0251439560888704,1584.7351523120947,1587.79,-0.19239620402605473,1.0246640068616961,0.4989389940234133,0,0,0,0,0,0
percamera_refined,False,True,refined_from_ground_truth,cam7,1.023763401527718,1.031,-7.236598472281974,1.025170668323507,1.031,-5.829331676493021,1.023763401527718,1586.2162476254637,1587.79,-0.09911590163285433,1.025170668323507,0.4989389940234133,0,0,0,0,0,0
percamera_refined,False,True,refined_from_ground_truth,cam8,1.024837034713234,1.031,-6.1629652867658535,1.0252555435366968,1.031,-5.744456463303127,1.024837034713234,1585.9604851467523,1587.79,-0.11522398133554826,1.0252555435366968,0.4989389940234133,0,0,0,0,0,0
percamera_refined,False,True,refined_from_ground_truth,cam9,1.020443534323973,1.031,-10.55646567602686,1.022233899065029,1.031,-8.766100934970877,1.020443534323973,1585.9695321007257,1587.79,-0.11465419855738246,1.022233899065029,0.4989389940234133,0,0,0,0,0,0
shared_fixed,True,False,ground_truth_fixed,cam0,1.0314216314558542,1.031,0.42163145585427664,1.0314216314558542,1.031,0.42163145585427664,1.0314216314558542,1587.79,1587.79,0.0,1.0314216314558542,0.49960616513797923,0,0,0,0,0,0
shared_fixed,True,False,ground_truth_fixed,cam1,1.0314216314558542,1.031,0.42163145585427664,1.0315809920770225,1.031,0.5809920770225574,1.0314216314558542,1587.79,1587.79,0.0,1.0315809920770225,0.49960616513797923,0,0,0,0,0,0
shared_fixed,True,False,ground_truth_fixed,cam10,1.0314216314558542,1.031,0.42163145585427664,1.0317239140200154,1.031,0.7239140200154814,1.0314216314558542,1587.79,1587.79,0.0,1.0317239140200154,0.49960616513797923,0,0,0,0,0,0
shared_fixed,True,False,ground_truth_fixed,cam11,1.0314216314558542,1.031,0.42163145585427664,1.0315676601866057,1.031,0.5676601866058117,1.0314216314558542,1587.79,1587.79,0.0,1.0315676601866057,0.49960616513797923,0,0,0,0,0,0
shared_fixed,True,False,ground_truth_fixed,cam2,1.0314216314558542,1.031,0.42163145585427664,1.0314749799188452,1.031,0.47497991884526414,1.0314216314558542,1587.79,1587.79,0.0,1.0314749799188452,0.49960616513797923,0,0,0,0,0,0
shared_fixed,True,False,ground_truth_fixed,cam3,1.0314216314558542,1.031,0.42163145585427664,1.0315859577462396,1.031,0.585957746239707,1.0314216314558542,1587.79,1587.79,0.0,1.0315859577462396,0.49960616513797923,0,0,0,0,0,0
shared_fixed,True,False,ground_truth_fixed,cam4,1.0314216314558542,1.031,0.42163145585427664,1.0318220384346826,1.031,0.8220384346826481,1.0314216314558542,1587.79,1587.79,0.0,1.0318220384346826,0.49960616513797923,0,0,0,0,0,0
shared_fixed,True,False,ground_truth_fixed,cam5,1.0314216314558542,1.031,0.42163145585427664,1.031874604442212,1.031,0.8746044422121013,1.0314216314558542,1587.79,1587.79,0.0,1.031874604442212,0.49960616513797923,0,0,0,0,0,0
shared_fixed,True,False,ground_truth_fixed,cam6,1.0314216314558542,1.031,0.42163145585427664,1.031938997158735,1.031,0.9389971587350221,1.0314216314558542,1587.79,1587.79,0.0,1.031938997158735,0.49960616513797923,0,0,0,0,0,0
shared_fixed,True,False,ground_truth_fixed,cam7,1.0314216314558542,1.031,0.42163145585427664,1.0321141136211676,1.031,1.114113621167645,1.0314216314558542,1587.79,1587.79,0.0,1.0321141136211676,0.49960616513797923,0,0,0,0,0,0
shared_fixed,True,False,ground_truth_fixed,cam8,1.0314216314558542,1.031,0.42163145585427664,1.032012517796596,1.031,1.0125177965960575,1.0314216314558542,1587.79,1587.79,0.0,1.032012517796596,0.49960616513797923,0,0,0,0,0,0
shared_fixed,True,False,ground_truth_fixed,cam9,1.0314216314558542,1.031,0.42163145585427664,1.0319895695054153,1.031,0.9895695054153997,1.0314216314558542,1587.79,1587.79,0.0,1.0319895695054153,0.49960616513797923,0,0,0,0,0,0
shared_refined,True,True,refined_from_ground_truth,cam0,1.0235695053390144,1.031,-7.430494660985554,1.0235695053390144,1.031,-7.430494660985554,1.0235695053390144,1585.433882068543,1587.79,-0.14838977014951554,1.0235695053390144,0.499007097764071,0,0,0,0,0,0
shared_refined,True,True,refined_from_ground_truth,cam1,1.0235695053390144,1.031,-7.430494660985554,1.0250110947588569,1.031,-5.988905241143039,1.0235695053390144,1586.1807898596878,1587.79,-0.10134905373583052,1.0250110947588569,0.499007097764071,0,0,0,0,0,0
shared_refined,True,True,refined_from_ground_truth,cam10,1.0235695053390144,1.031,-7.430494660985554,1.0233149544169047,1.031,-7.68504558309524,1.0235695053390144,1584.8593944820866,1587.79,-0.18457135502260147,1.0233149544169047,0.499007097764071,0,0,0,0,0,0
shared_refined,True,True,refined_from_ground_truth,cam11,1.0235695053390144,1.031,-7.430494660985554,1.023034471021692,1.031,-7.965528978307823,1.0235695053390144,1584.8523347263235,1587.79,-0.18501598282370024,1.023034471021692,0.499007097764071,0,0,0,0,0,0
shared_refined,True,True,refined_from_ground_truth,cam2,1.0235695053390144,1.031,-7.430494660985554,1.02477387577917,1.031,-6.2261242208299095,1.0235695053390144,1586.2997207705719,1587.79,-0.09385871112855586,1.02477387577917,0.499007097764071,0,0,0,0,0,0
shared_refined,True,True,refined_from_ground_truth,cam3,1.0235695053390144,1.031,-7.430494660985554,1.0251425221184063,1.031,-5.857477881593631,1.0235695053390144,1586.2518056088772,1587.79,-0.09687643776083206,1.0251425221184063,0.499007097764071,0,0,0,0,0,0
shared_refined,True,True,refined_from_ground_truth,cam4,1.0235695053390144,1.031,-7.430494660985554,1.0247974168227123,1.031,-6.202583177287613,1.0235695053390144,1586.0802210880006,1587.79,-0.10768293741611706,1.0247974168227123,0.499007097764071,0,0,0,0,0,0
shared_refined,True,True,refined_from_ground_truth,cam5,1.0235695053390144,1.031,-7.430494660985554,1.023767936437117,1.031,-7.232063562882862,1.0235695053390144,1585.0683533733272,1587.79,-0.17141099431743093,1.023767936437117,0.499007097764071,0,0,0,0,0,0
shared_refined,True,True,refined_from_ground_truth,cam6,1.0235695053390144,1.031,-7.430494660985554,1.0235532458698595,1.031,-7.446754130140398,1.0235695053390144,1584.6977548806153,1587.79,-0.1947515174793041,1.0235532458698595,0.499007097764071,0,0,0,0,0,0
shared_refined,True,True,refined_from_ground_truth,cam7,1.0235695053390144,1.031,-7.430494660985554,1.0251016761352658,1.031,-5.898323864734101,1.0235695053390144,1586.2225937404999,1587.79,-0.09871621936780703,1.0251016761352658,0.499007097764071,0,0,0,0,0,0
shared_refined,True,True,refined_from_ground_truth,cam8,1.0235695053390144,1.031,-7.430494660985554,1.0243220793860564,1.031,-6.6779206139435665,1.0235695053390144,1585.8714675272074,1587.79,-0.12083036628222554,1.0243220793860564,0.499007097764071,0,0,0,0,0,0
shared_refined,True,True,refined_from_ground_truth,cam9,1.0235695053390144,1.031,-7.430494660985554,1.0246152281145955,1.031,-6.384771885404428,1.0235695053390144,1586.0116749193705,1587.79,-0.11200001767421569,1.0246152281145955,0.499007097764071,0,0,0,0,0,0
